Performance Code,AIdent,Start Day,End Day,Pay Rate,Bill Rate,Margin
A Quit - Stopped Showing / No Notice,207601,9/25/2017,12/28/2017,8.75,11.7,2.95
Complete,207622,10/2/2017,10/19/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,207624,10/12/2017,12/8/2017,8.75,11.7,2.95
Complete,207638,9/25/2017,10/19/2017,8.75,11.7,2.95
Complete,207649,10/2/2017,10/10/2017,8.75,11.7,2.95
Complete,207650,9/25/2017,10/19/2017,8.75,11.7,2.95
Complete,207652,9/25/2017,12/12/2017,8.75,11.7,2.95
Complete,208036,10/9/2017,10/19/2017,8.75,11.7,2.95
Complete,208044,10/9/2017,10/19/2017,8.75,11.7,2.95
Complete,208046,10/9/2017,10/19/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,208048,10/9/2017,12/8/2017,8.75,11.7,2.95
Rate Change,208048,11/13/2017,12/31/2017,8.75,11.7,2.95
Complete,208052,10/9/2017,10/19/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208056,10/9/2017,11/16/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,208062,10/9/2017,11/24/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,208066,10/9/2017,11/24/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208242,10/9/2017,11/2/2017,8.75,11.7,2.95
Assignment Terminated - Violation of Rules,208280,11/6/2017,11/8/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208281,11/7/2017,11/16/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208622,10/23/2017,11/2/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208624,10/23/2017,11/16/2017,8.75,11.7,2.95
Assignment Terminated - No Call / No Show,208625,10/23/2017,11/30/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,208627,10/23/2017,11/24/2017,8.75,11.7,2.95
Complete,208628,10/20/2017,12/1/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,208630,10/23/2017,,8.75,11.7,2.95
Assignment Terminated - No Reason Given,208631,10/23/2017,12/8/2017,8.75,11.7,2.95
Complete,208631,1/31/2018,1/31/2018,8.75,11.7,2.95
Assignment Terminated - No Reason Given,208632,10/20/2017,11/24/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208633,10/23/2017,11/16/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208634,10/19/2017,10/26/2017,8.75,11.7,2.95
Rate Change,208635,10/20/2017,1/16/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208635,1/17/2018,1/25/2018,8.75,11.7,2.95
Open,208635,2/5/2018,,8.75,11.7,2.95
PayRaise,208637,10/19/2017,12/4/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208638,10/20/2017,11/16/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,208639,10/20/2017,12/14/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209209,12/19/2017,12/29/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209257,10/23/2017,11/16/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209262,10/23/2017,11/16/2017,8.75,11.7,2.95
Open,209381,11/1/2017,,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209385,11/1/2017,11/17/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209385,12/5/2017,12/21/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209389,11/1/2017,11/1/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209392,11/1/2017,12/8/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209777,11/1/2017,11/16/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209778,11/1/2017,11/16/2017,8.75,11.7,2.95
Open,209781,11/1/2017,,8.75,11.7,2.95
Deleted/Mistakenly entered,209781,11/7/2017,11/7/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209784,11/1/2017,11/16/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209786,11/1/2017,1/25/2018,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209792,11/1/2017,11/6/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209801,11/1/2017,11/24/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209802,11/1/2017,11/16/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209803,11/1/2017,11/24/2017,8.75,11.7,2.95
Assignment Terminated - No Call / No Show,209804,11/1/2017,11/24/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209805,11/1/2017,11/24/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209806,11/8/2017,11/16/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209807,11/1/2017,12/8/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209808,11/1/2017,11/24/2017,8.75,11.7,2.95
Deleted/Mistakenly entered,209810,11/1/2017,11/1/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209811,11/1/2017,11/16/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209813,11/1/2017,11/24/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209859,11/7/2017,12/7/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209878,11/7/2017,11/16/2017,8.75,11.7,2.95
Assignment Terminated - Poor Production,209879,11/2/2017,11/2/2017,8.75,11.7,2.95
Open,209885,2/7/2018,,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209890,11/7/2017,12/7/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,209893,11/6/2017,1/25/2018,8.75,11.7,2.95
Deleted/Mistakenly entered,209983,11/7/2017,11/7/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,209985,11/14/2017,12/8/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,210438,11/7/2017,1/25/2018,8.75,11.7,2.95
Complete,210438,1/22/2018,2/5/2018,8.75,11.7,2.95
Assignment Terminated - No Reason Given,210441,11/6/2017,12/8/2017,8.75,11.7,2.95
Complete,210443,11/6/2017,12/21/2017,8.75,11.7,2.95
A Quit - Resigned with Notice,210443,1/2/2018,1/11/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,210445,11/6/2017,12/28/2017,8.75,11.7,2.95
Complete,210448,11/7/2017,12/20/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,210450,11/6/2017,12/8/2017,8.75,11.7,2.95
Complete,210452,11/6/2017,12/20/2017,8.75,11.7,2.95
Open,210457,11/13/2017,,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220808,12/17/2017,12/21/2017,8.75,11.7,2.95
Complete,220808,12/18/2017,2/5/2018,8.75,11.7,2.95
Assignment Terminated - No Reason Given,220809,11/14/2017,12/8/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220811,11/14/2017,11/29/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,220812,11/14/2017,12/8/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,220814,11/14/2017,12/8/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,220822,11/14/2017,12/8/2017,8.75,11.7,2.95
A Quit - Resigned with Notice,220823,11/14/2017,11/22/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,220864,11/16/2017,12/8/2017,8.75,11.7,2.95
Assignment Terminated - Attendance,220864,11/13/2017,12/8/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220867,11/14/2017,2/25/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220868,11/17/2017,1/11/2018,8.75,11.7,2.95
Assignment Terminated - No Reason Given,220868,11/13/2017,12/8/2017,8.75,11.7,2.95
A Quit - Resigned with Notice,220875,11/14/2017,12/14/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220876,11/14/2017,11/15/2017,8.75,11.7,2.95
Assignment Terminated - No Reason Given,220913,11/6/2017,12/8/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220920,11/13/2017,12/7/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220920,12/26/2017,1/4/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220965,11/28/2017,11/29/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220984,11/20/2017,12/14/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220986,11/20/2017,12/28/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,220988,11/20/2017,1/18/2018,8.75,11.7,2.95
Assignment Terminated - Poor Production,221651,12/5/2017,12/20/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221746,12/7/2017,12/21/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221747,12/5/2017,1/11/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221750,12/7/2017,12/14/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221752,12/7/2017,12/14/2017,8.75,11.7,2.95
Assignment Terminated - Attendance,221753,12/5/2017,12/21/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221754,12/5/2017,12/5/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221860,11/28/2017,12/7/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221863,11/27/2017,12/28/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221863,1/22/2018,1/31/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221864,11/28/2017,1/25/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221867,11/28/2017,12/7/2017,8.75,11.7,2.95
A Quit - Resigned with Notice,221869,12/5/2017,1/11/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221872,12/7/2017,12/21/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221884,11/28/2017,1/31/2018,8.75,11.7,2.95
Complete,221923,12/8/2017,12/21/2017,8.75,11.7,2.95
Open,221926,12/7/2017,,8.75,11.7,2.95
Complete,221927,12/7/2017,12/20/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221929,12/7/2017,1/11/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221930,12/7/2017,12/13/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,221935,12/6/2017,12/21/2017,8.75,11.7,2.95
Complete,221935,1/23/2018,1/31/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,222244,12/5/2017,12/28/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,222246,12/12/2017,12/28/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,222248,12/5/2017,1/4/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,222253,12/5/2017,12/14/2017,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,222517,1/8/2018,1/17/2018,8.75,11.7,2.95
Assignment Terminated - Poor Production,223006,12/29/2017,1/17/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223292,1/8/2018,1/17/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223342,1/8/2018,1/18/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223348,1/8/2018,1/18/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223466,1/8/2018,1/18/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223483,1/15/2018,1/31/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223519,1/9/2018,1/30/2018,8.75,11.7,2.95
Open,223526,1/9/2018,,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223548,1/8/2018,1/18/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223565,1/9/2018,1/18/2018,8.75,11.7,2.95
Open,223567,1/10/2018,,8.75,11.7,2.95
Deleted/Mistakenly entered,223567,1/11/2018,1/11/2018,8.75,11.7,2.95
Complete,223571,1/9/2018,1/10/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223572,1/9/2018,1/18/2018,8.75,11.7,2.95
Complete,223580,1/8/2018,1/31/2018,8.75,11.7,2.95
Open,223747,1/15/2018,,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223753,1/15/2018,1/16/2018,8.75,11.7,2.95
Open,223753,1/15/2018,,8.75,11.7,2.95
Open,223754,1/11/2018,,8.75,11.7,2.95
Assignment Terminated - Attendance,223770,1/11/2018,1/23/2018,8.75,11.7,2.95
Open,223794,1/15/2018,,8.75,11.7,2.95
Open,223795,1/15/2018,,8.75,11.7,2.95
Open,223796,1/16/2018,,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223797,1/15/2018,1/25/2018,8.75,11.7,2.95
Open,223797,2/5/2018,,8.75,11.7,2.95
Complete,223798,1/15/2018,1/31/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223799,1/15/2018,1/25/2018,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,223800,1/15/2018,1/25/2018,8.75,11.7,2.95
Complete,223852,1/16/2018,1/31/2018,8.75,11.7,2.95
Open,223853,1/15/2018,,8.75,11.7,2.95
Complete,223908,1/18/2018,1/31/2018,8.75,11.7,2.95
Assignment Terminated - Attendance,223911,1/17/2018,1/23/2018,8.75,11.7,2.95
Open,223916,1/18/2018,,8.75,11.7,2.95
Assignment Terminated - No Reason Given,223918,1/15/2018,1/22/2018,8.75,11.7,2.95
Deleted/Mistakenly entered,223918,1/22/2018,1/22/2018,8.75,11.7,2.95
Open,223919,1/22/2018,,8.75,11.7,2.95
Complete,223923,1/15/2018,1/31/2018,8.75,11.7,2.95
Open,223925,1/17/2018,,8.75,11.7,2.95
Complete,223926,1/15/2018,1/31/2018,8.75,11.7,2.95
Open,223989,2/6/2018,,8.75,11.7,2.95
Complete,223995,1/15/2018,1/31/2018,8.75,11.7,2.95
Open,224071,1/23/2018,,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,224074,1/11/2018,1/12/2018,8.75,11.7,2.95
Open,224140,1/22/2018,,8.75,11.7,2.95
Open,224245,1/23/2018,,8.75,11.7,2.95
Open,224247,1/22/2018,,8.75,11.7,2.95
Open,224311,1/23/2018,,8.75,11.7,2.95
Open,224329,1/23/2018,,8.75,11.7,2.95
Complete,224330,1/23/2018,1/31/2018,8.75,11.7,2.95
Open,224335,1/23/2018,,8.75,11.7,2.95
A Quit - Stopped Showing / No Notice,224336,1/22/2018,1/31/2018,8.75,11.7,2.95
Open,224608,1/30/2018,,8.75,11.7,2.95
Open,224638,2/5/2018,,8.75,11.7,2.95
Open,224639,2/5/2018,,8.75,11.7,2.95
Good,224666,1/30/2018,1/31/2018,8.75,11.7,2.95
Deleted/Mistakenly entered,224668,1/29/2018,2/7/2018,8.75,11.7,2.95
Open,224669,1/31/2018,,8.75,11.7,2.95
Complete,224754,1/29/2018,1/29/2018,8.75,11.7,2.95
Open,224754,1/29/2018,,8.75,11.7,2.95
Open,224771,2/5/2018,,8.75,11.7,2.95
Open,224772,2/5/2018,,8.75,11.7,2.95
Open,224775,2/12/2018,,8.75,11.7,2.95
Open,224826,2/5/2018,,8.75,11.7,2.95
Open,224828,2/6/2018,,8.75,11.7,2.95
Open,224829,2/6/2018,,8.75,11.7,2.95
Open,224851,2/5/2018,,8.75,11.7,2.95
Open,224852,2/5/2018,,8.75,11.7,2.95
Open,224853,2/5/2018,,8.75,11.7,2.95
Open,224854,2/5/2018,,8.75,11.7,2.95
Open,224898,2/6/2018,,8.75,11.7,2.95
Open,224928,2/7/2018,,8.75,11.7,2.95
Open,224973,2/7/2018,,8.75,11.7,2.95
Open,224974,2/5/2018,,8.75,11.7,2.95
Open,225042,2/16/2018,,8.75,11.7,2.95
Open,225154,2/12/2018,,8.75,11.7,2.95
Open,225313,2/14/2018,,8.75,11.7,2.95
Complete,207624,10/2/2017,10/12/2017,8.75,11.64,2.89
A Quit - Stopped Showing / No Notice,184192,8/3/2017,8/3/2017,8.75,11.55,2.8
A Quit - Stopped Showing / No Notice,184408,8/8/2017,8/11/2017,8.75,11.55,2.8
Rate Change,185152,11/28/2017,12/31/2017,8.75,11.55,2.8
Assignment Terminated - No Reason Given,186024,10/26/2017,11/13/2017,8.75,11.55,2.8
Assignment Terminated - Violation of Rules,221978,12/11/2017,12/22/2017,8.75,11.55,2.8
Deleted/Mistakenly entered,184208,11/7/2017,11/7/2017,8.75,11.2,2.45
Assignment Terminated - Attendance,185253,10/16/2017,11/1/2017,8.75,11.2,2.45
Assignment Terminated - No Call / No Show,208058,11/6/2017,11/17/2017,8.75,11.2,2.45
Assignment Terminated - Walk Off Job,208083,11/6/2017,11/11/2017,8.75,11.2,2.45
Deleted/Mistakenly entered,208509,10/31/2017,10/31/2017,8.75,11.2,2.45
Deleted/Mistakenly entered,208900,11/6/2017,11/6/2017,8.75,11.2,2.45
Complete,208900,11/6/2017,11/6/2017,8.75,11.2,2.45
Rate Change,208900,11/6/2017,12/3/2017,8.75,11.2,2.45
Rate Change,209260,11/7/2017,11/12/2017,8.75,11.2,2.45
Assignment Terminated - No Call / No Show,209260,11/13/2017,11/22/2017,8.75,11.2,2.45
Rate Change,210137,11/20/2017,12/10/2017,8.75,11.2,2.45
Rate Change,210137,12/11/2017,12/24/2017,8.75,11.2,2.45
A Quit - Resigned with Notice,210421,1/10/2018,1/12/2018,8.75,11.2,2.45
Rate Change,220682,11/22/2017,12/3/2017,8.75,11.2,2.45
Rate Change,220682,12/4/2017,12/24/2017,8.75,11.2,2.45
Rate Change,221671,12/7/2017,12/10/2017,8.75,11.2,2.45
Rate Change,221671,12/11/2017,1/14/2018,8.75,11.2,2.45
Rate Change,222385,1/9/2018,1/9/2018,8.75,11.2,2.45
Rate Change,222385,1/17/2018,1/21/2018,8.75,11.2,2.45
Assignment Terminated - No Call / No Show,222385,1/22/2018,1/31/2018,8.75,11.2,2.45
A Quit - Resigned due to pay rate,222438,1/9/2018,1/16/2018,8.75,11.2,2.45
Rate Change,223025,1/10/2018,1/14/2018,8.75,11.2,2.45
Assignment Terminated - No Call / No Show,223025,1/15/2018,2/2/2018,8.75,11.2,2.45
A Quit - Stopped Showing / No Notice,223149,1/9/2018,1/16/2018,8.75,11.2,2.45
Assignment Terminated - No Call / No Show,224041,1/23/2018,1/30/2018,8.75,11.2,2.45
Assignment Terminated - No Call / No Show,224042,1/23/2018,1/30/2018,8.75,11.2,2.45
Rate Change,224227,2/9/2018,2/9/2018,8.75,11.2,2.45
Open,224227,2/9/2018,,8.75,11.2,2.45
Open,224997,2/12/2018,,8.75,11.2,2.45
Open,225212,2/16/2018,,8.75,11.2,2.45
Open,225226,2/19/2018,,8.75,11.2,2.45
Assignment Terminated - Poor Production,185152,1/1/2018,1/11/2018,8.8,11.62,2.82
Open,223952,2/4/2018,,9,16,7
Open,224890,2/4/2018,,9,16,7
Open,223949,1/7/2018,,9,15.6,6.6
Open,223952,1/7/2018,,9,15.6,6.6
Open,224642,1/21/2018,,9,15.6,6.6
Complete,224644,1/21/2018,1/31/2018,9,15.6,6.6
Open,224644,1/28/2018,,9,15.6,6.6
Open,224887,1/28/2018,,9,15.6,6.6
Complete,208588,10/22/2017,1/4/2018,9,15.52,6.52
Complete,208620,10/22/2017,11/16/2017,9,15.52,6.52
Open,220729,11/19/2017,,9,15.52,6.52
Open,223190,1/4/2018,,9,15.52,6.52
Complete,223538,12/31/2017,1/11/2018,9,15.52,6.52
Open,223860,1/14/2018,,9,15.52,6.52
Open,223860,1/14/2018,,9,15.52,6.52
Open,224900,1/28/2018,,9,15.52,6.52
Open,223857,1/14/2018,,9,13.88,4.88
Open,223857,2/4/2018,,9,13.88,4.88
Open,224888,1/28/2018,,9,13.88,4.88
Open,225262,2/4/2018,,9,13.88,4.88
Complete,186845,9/27/2017,9/29/2017,9,13.5,4.5
Assignment Terminated - Poor Production,208738,10/30/2017,11/10/2017,9,13.05,4.05
A Quit - Resigned with Notice,185523,12/18/2017,12/19/2017,9,12.78,3.78
A Quit - Stopped Showing / No Notice,186061,9/11/2017,9/12/2017,9,12.78,3.78
A Quit - Resigned with Notice,186761,10/2/2017,10/4/2017,9,12.78,3.78
A Quit - Stopped Showing / No Notice,186857,9/26/2017,9/27/2017,9,12.78,3.78
Assignment Terminated - Walk Off Job,207495,10/9/2017,10/10/2017,9,12.78,3.78
A Quit - Resigned with Notice,208483,11/1/2017,11/1/2017,9,12.78,3.78
A Quit - Resigned with Notice,208484,11/1/2017,11/1/2017,9,12.78,3.78
Assignment Terminated - Walk Off Job,209094,11/1/2017,11/1/2017,9,12.78,3.78
Assignment Terminated - Walk Off Job,221217,11/29/2017,11/29/2017,9,12.78,3.78
A Quit - Stopped Showing / No Notice,221230,12/6/2017,12/7/2017,9,12.78,3.78
Assignment Terminated - Poor Production,222034,12/11/2017,12/16/2017,9,12.78,3.78
Assignment Terminated - Walk Off Job,222271,12/20/2017,12/20/2017,9,12.78,3.78
Assignment Terminated - Walk Off Job,223276,1/15/2018,1/15/2018,9,12.78,3.78
Assignment Terminated - Attendance,184297,8/4/2017,9/7/2017,9,12.6,3.6
Assignment Terminated - No Call / No Show,184512,8/9/2017,8/11/2017,9,12.6,3.6
Assignment Terminated - Attendance,184558,8/9/2017,8/18/2017,9,12.6,3.6
A Quit - Stopped Showing / No Notice,185440,8/29/2017,8/29/2017,9,12.6,3.6
Assignment Terminated - Walk Off Job,187081,9/29/2017,9/29/2017,9,12.6,3.6
Complete,184591,9/11/2017,9/22/2017,9,12.33,3.33
Open,184607,2/13/2018,,9,12.33,3.33
Assignment Terminated - Laid Off,186349,9/15/2017,1/23/2018,9,12.33,3.33
A Quit - Stopped Showing / No Notice,186405,9/20/2017,1/19/2018,9,12.33,3.33
No Show/No Call,186617,9/21/2017,9/21/2017,9,12.33,3.33
Deleted/Mistakenly entered,186617,9/21/2017,9/21/2017,9,12.33,3.33
Assignment Terminated - No Reason Given,186820,11/6/2017,12/4/2017,9,12.33,3.33
Assignment Terminated - No Reason Given,208444,10/30/2017,1/23/2018,9,12.33,3.33
A Quit - Stopped Showing / No Notice,208735,10/31/2017,11/14/2017,9,12.33,3.33
Assignment Terminated - Attendance,209163,11/8/2017,11/9/2017,9,12.33,3.33
Open,209571,2/10/2018,,9,12.33,3.33
Assignment Terminated - Attendance,209860,11/14/2017,12/7/2017,9,12.33,3.33
Assignment Terminated - Attendance,220680,11/21/2017,12/7/2017,9,12.33,3.33
A Quit - Stopped Showing / No Notice,220802,2/7/2018,2/8/2018,9,12.33,3.33
Open,222038,12/11/2017,,9,12.33,3.33
Open,223994,1/24/2018,,9,12.33,3.33
Open,224679,2/5/2018,,9,12.33,3.33
Rate Change,184161,8/7/2017,12/24/2017,9,12.24,3.24
Assignment Terminated - Attendance,184298,8/4/2017,8/7/2017,9,12.24,3.24
A Quit - Stopped Showing / No Notice,184379,8/8/2017,8/31/2017,9,12.24,3.24
Assignment Terminated - Attendance,184588,8/10/2017,8/11/2017,9,12.24,3.24
A Quit - Accepted Job with Client or Other Company,184616,8/10/2017,8/10/2017,9,12.24,3.24
Assignment Terminated - Poor Production,184617,8/29/2017,9/6/2017,9,12.24,3.24
Assignment Terminated - Attendance,184661,8/11/2017,8/28/2017,9,12.24,3.24
Assignment Terminated - Attendance,184676,8/14/2017,8/17/2017,9,12.24,3.24
A Quit - Stopped Showing / No Notice,184776,8/16/2017,8/31/2017,9,12.24,3.24
Complete,184944,8/17/2017,12/27/2017,9,12.24,3.24
Rate Change,184967,8/18/2017,12/24/2017,9,12.24,3.24
Deleted/Mistakenly entered,184967,12/25/2017,12/25/2017,9,12.24,3.24
Assignment Terminated - No Reason Given,184977,1/30/2018,1/30/2018,9,12.24,3.24
Assignment Terminated - Attendance,185296,8/25/2017,10/5/2017,9,12.24,3.24
Assignment Terminated - Poor Production,185397,8/28/2017,10/17/2017,9,12.24,3.24
Assignment Terminated - Poor Production,185441,10/13/2017,10/31/2017,9,12.24,3.24
Assignment Terminated - Attendance,185749,9/8/2017,9/18/2017,9,12.24,3.24
Assignment Terminated - Poor Production,185869,9/6/2017,9/14/2017,9,12.24,3.24
Assignment Terminated - Attendance,186165,9/18/2017,9/26/2017,9,12.24,3.24
A Quit - Stopped Showing / No Notice,186188,10/23/2017,10/30/2017,9,12.24,3.24
Assignment Terminated - Poor Production,186356,9/15/2017,9/27/2017,9,12.24,3.24
Assignment Terminated - Poor Production,186647,9/26/2017,9/26/2017,9,12.24,3.24
Assignment Terminated - No Call / No Show,186751,10/26/2017,1/15/2018,9,12.24,3.24
Open,186811,12/7/2017,,9,12.24,3.24
Assignment Terminated - Attendance,186830,9/26/2017,9/29/2017,9,12.24,3.24
Assignment Terminated - Poor Production,186863,10/25/2017,10/31/2017,9,12.24,3.24
Assignment Terminated - Poor Production,187173,10/3/2017,10/3/2017,9,12.24,3.24
Assignment Terminated - Attendance,207234,10/3/2017,10/11/2017,9,12.24,3.24
Assignment Terminated - Attendance,207293,10/6/2017,12/19/2017,9,12.24,3.24
Assignment Terminated - No Call / No Show,207296,10/4/2017,10/9/2017,9,12.24,3.24
Deleted/Mistakenly entered,207296,10/4/2017,10/4/2017,9,12.24,3.24
Assignment Terminated - No Call / No Show,207369,12/14/2017,12/19/2017,9,12.24,3.24
